pandal_id,vehicle_number,vehicle_type,length,width,number_of_wheels
2089,TS08WC5807,Lorry,12.0,2.6,14
2090,TS09LZ1152,Truck,8.5,2.5,10
2091,TS07SL2973,Pickup Van,4.8,1.9,4
2092,TS09TG5313,Pickup Van,4.8,1.9,4
2093,TS08AO3376,Tractor,5.8,2.2,6
2094,TS07DV1244,Mini Truck,5.8,2.2,6
2095,TS08QQ8331,Hydraulic Vehicle,14.5,2.8,16
2096,TS11MN5562,Lorry,8.5,2.5,10
2097,TS10QC1189,Mini Truck,5.8,2.2,6
2098,TS10CW7346,Pickup Van,4.8,1.9,4
2099,TS07VH1441,Truck,8.5,2.5,10
2100,TS10AZ6576,Mini Truck,4.8,1.9,4
2101,TS09JZ2275,Trailer,12.0,2.6,14
2102,TS10PQ5317,Truck,8.5,2.5,10
2103,TS08PK4261,Hydraulic Vehicle,14.5,2.8,16
2104,TS10LM8732,Mini Truck,4.8,1.9,4
2105,TS11BY1422,Mini Truck,5.8,2.2,6
2106,TS07MM2382,Lorry,8.5,2.5,10
2107,TS10DA6578,Hydraulic Vehicle,14.5,2.8,16
2108,TS09TS4558,Lorry,8.5,2.5,10
2109,TS08MY1606,Mini Truck,5.8,2.2,6
2110,TS08GJ7545,Pickup Van,4.8,1.9,4
2111,TS11VF6086,Tractor,5.8,2.2,6
2112,TS09MM1371,Trailer,12.0,2.6,14
2113,TS09WQ9129,Lorry,12.0,2.6,14
2114,TS07QG4265,Mini Truck,4.8,1.9,4
2115,TS11NO8314,Truck,8.5,2.5,10
2116,TS08IP5601,Mini Truck,4.8,1.9,4
2117,TS11FW8366,Tractor,5.8,2.2,6
2118,TS11ZG6407,Lorry,12.0,2.6,14
2119,TS09VA3092,Mini Truck,5.8,2.2,6
2120,TS08YJ9358,Lorry,8.5,2.5,10
2121,TS11VY1183,Tractor,5.8,2.2,6
2122,TS11HI5366,Trailer,12.0,2.6,14
2123,TS11QM1766,Lorry,12.0,2.6,14
2124,TS07MF2064,Mini Truck,5.8,2.2,6
2125,TS09XV7506,Mini Truck,5.8,2.2,6
2126,TS10OC5385,Mini Truck,5.8,2.2,6
2127,TS09IE5685,Mini Truck,4.8,1.9,4
2128,TS10OP8003,Mini Truck,5.8,2.2,6
2129,TS07BD3629,Lorry,12.0,2.6,14
2130,TS09RG4057,Mini Truck,4.8,1.9,4
2131,TS09VJ6069,Tractor,5.8,2.2,6
2132,TS11FI8321,Pickup Van,4.8,1.9,4
2133,TS11TQ4145,Pickup Van,4.8,1.9,4
2134,TS09XA1100,Truck,8.5,2.5,10
2135,TS09IS6445,Lorry,12.0,2.6,14
2136,TS07LS5958,Mini Truck,4.8,1.9,4
2137,TS09TP4400,Tractor,5.8,2.2,6
2138,TS11RX9839,Hydraulic Vehicle,14.5,2.8,16
2139,TS07CU4356,Mini Truck,4.8,1.9,4
2140,TS11WB5278,Mini Truck,4.8,1.9,4
2141,TS07GO8724,Truck,8.5,2.5,10
2142,TS11LW2926,Lorry,12.0,2.6,14
2143,TS09QD1137,Truck,8.5,2.5,10
2144,TS08DK3386,Mini Truck,5.8,2.2,6
2145,TS07MZ7765,Trailer,12.0,2.6,14
2146,TS08HR4148,Tractor,5.8,2.2,6
2147,TS07TY5429,Truck,8.5,2.5,10
2148,TS09XO9338,Hydraulic Vehicle,14.5,2.8,16
2149,TS11PU3811,Mini Truck,4.8,1.9,4
2150,TS09LY7221,Lorry,12.0,2.6,14
2151,TS10QV1455,Mini Truck,4.8,1.9,4
2152,TS10VS8144,Lorry,8.5,2.5,10
2153,TS07TJ9177,Mini Truck,5.8,2.2,6
2154,TS08YR2404,Lorry,12.0,2.6,14
2155,TS07LP9931,Lorry,8.5,2.5,10
2156,TS10XS4383,Trailer,12.0,2.6,14
2157,TS08XP5267,Lorry,8.5,2.5,10
2158,TS10WO4608,Tractor,5.8,2.2,6
2159,TS09DG6490,Mini Truck,4.8,1.9,4
2160,TS07PG2701,Mini Truck,5.8,2.2,6
2161,TS10PJ9712,Mini Truck,5.8,2.2,6
2162,TS10JS7648,Mini Truck,4.8,1.9,4
2163,TS11HF2920,Tractor,5.8,2.2,6
2164,TS08GM5096,Trailer,12.0,2.6,14
2165,TS10KD7165,Pickup Van,4.8,1.9,4
2166,TS07OO3758,Trailer,12.0,2.6,14
2167,TS08QY9453,Mini Truck,4.8,1.9,4
2168,TS11ZA7513,Mini Truck,5.8,2.2,6
2169,TS08VS8681,Tractor,5.8,2.2,6
2170,TS07SX1729,Lorry,8.5,2.5,10
2171,TS09YK7508,Hydraulic Vehicle,14.5,2.8,16
2172,TS10QK2868,Mini Truck,5.8,2.2,6
2173,TS09ZP7394,Mini Truck,5.8,2.2,6
2174,TS07QG4186,Truck,8.5,2.5,10
2175,TS07AB4054,Lorry,8.5,2.5,10
2176,TS09OF9172,Lorry,12.0,2.6,14
2177,TS08YJ1487,Truck,8.5,2.5,10
2178,TS09AT4405,Lorry,12.0,2.6,14
2179,TS08DZ6167,Lorry,8.5,2.5,10
2180,TS11MF5852,Mini Truck,5.8,2.2,6
2181,TS11CG3205,Trailer,12.0,2.6,14
2182,TS10UL6819,Mini Truck,5.8,2.2,6
2183,TS07XI4229,Lorry,8.5,2.5,10
2184,TS08QC1462,Truck,8.5,2.5,10
2185,TS09KG6285,Mini Truck,4.8,1.9,4
2186,TS08HU9288,Truck,8.5,2.5,10
2187,TS09OD7842,Mini Truck,5.8,2.2,6
2188,TS07ZH7787,Mini Truck,5.8,2.2,6
2189,TS10TY7141,Mini Truck,4.8,1.9,4
2190,TS08TG2067,Trailer,12.0,2.6,14
2191,TS08DO6486,Truck,8.5,2.5,10
2192,TS09ON1940,Trailer,12.0,2.6,14
2193,TS08ET8004,Truck,8.5,2.5,10
2194,TS08KW5419,Tractor,5.8,2.2,6
2195,TS09ZB7963,Mini Truck,5.8,2.2,6
2196,TS08CJ2944,Pickup Van,4.8,1.9,4
2197,TS10ZA4294,Tractor,5.8,2.2,6
2198,TS10WU6793,Truck,8.5,2.5,10
2199,TS09CY4450,Mini Truck,5.8,2.2,6
2200,TS08PQ4076,Hydraulic Vehicle,14.5,2.8,16
2201,TS07SB4394,Lorry,8.5,2.5,10
2202,TS10VP4185,Truck,8.5,2.5,10
2203,TS08SF4600,Mini Truck,4.8,1.9,4
2204,TS09OT6184,Trailer,12.0,2.6,14
2205,TS11WI3357,Pickup Van,4.8,1.9,4
2206,TS08SU2468,Lorry,12.0,2.6,14
2207,TS11LX6426,Truck,8.5,2.5,10
2208,TS07LD8638,Truck,8.5,2.5,10
2209,TS09DX1855,Pickup Van,4.8,1.9,4
2210,TS10YT7985,Tractor,5.8,2.2,6
2211,TS09SW6695,Pickup Van,4.8,1.9,4
2212,TS09GY8192,Lorry,12.0,2.6,14
2213,TS07KD7665,Tractor,5.8,2.2,6
2214,TS07JF7959,Trailer,12.0,2.6,14
2215,TS10EY8613,Mini Truck,5.8,2.2,6
2216,TS10HK2571,Tractor,5.8,2.2,6
2217,TS11TU2090,Mini Truck,5.8,2.2,6
2218,TS11OH2036,Pickup Van,4.8,1.9,4
2219,TS09BA6933,Lorry,8.5,2.5,10
2220,TS09IS1590,Lorry,12.0,2.6,14
2221,TS07VM2518,Hydraulic Vehicle,14.5,2.8,16
2222,TS07WN3152,Mini Truck,5.8,2.2,6
2223,TS07VE1444,Pickup Van,4.8,1.9,4
2224,TS11WC4977,Mini Truck,4.8,1.9,4
2225,TS07IH3726,Truck,8.5,2.5,10
2226,TS08XB9314,Lorry,12.0,2.6,14
2227,TS09TS1279,Mini Truck,5.8,2.2,6
2228,TS09XV8749,Truck,8.5,2.5,10
2229,TS11LJ7619,Trailer,12.0,2.6,14
2230,TS08SE2904,Tractor,5.8,2.2,6
2231,TS09IV5554,Trailer,12.0,2.6,14
2232,TS09DJ5932,Truck,8.5,2.5,10
2233,TS07IH2346,Mini Truck,5.8,2.2,6
2234,TS07LI3483,Tractor,5.8,2.2,6
2235,TS10JC8913,Mini Truck,4.8,1.9,4
2236,TS11GU8537,Hydraulic Vehicle,14.5,2.8,16
2237,TS07ZT5428,Mini Truck,5.8,2.2,6
2238,TS07YT8287,Mini Truck,4.8,1.9,4
2239,TS10GH3191,Lorry,8.5,2.5,10
2240,TS11CB3400,Mini Truck,4.8,1.9,4
2241,TS11OP9302,Mini Truck,5.8,2.2,6
2242,TS10EK8722,Pickup Van,4.8,1.9,4
2243,TS09QC7363,Hydraulic Vehicle,14.5,2.8,16
2244,TS07EM3504,Truck,8.5,2.5,10
2245,TS08ZC8086,Tractor,5.8,2.2,6
2246,TS08NW8894,Tractor,5.8,2.2,6
2247,TS11OR1861,Mini Truck,5.8,2.2,6
2248,TS11TL4033,Trailer,12.0,2.6,14
2249,TS11ZQ4947,Lorry,8.5,2.5,10
2250,TS11UB5968,Tractor,5.8,2.2,6
2251,TS11DK9682,Trailer,12.0,2.6,14
2252,TS08GO2728,Truck,8.5,2.5,10
2253,TS10CH1329,Mini Truck,5.8,2.2,6
2254,TS08WX9590,Mini Truck,5.8,2.2,6
2255,TS10GU2729,Lorry,8.5,2.5,10
2256,TS11GE7068,Mini Truck,4.8,1.9,4
2257,TS07FW7484,Pickup Van,4.8,1.9,4
2258,TS10NT9489,Truck,8.5,2.5,10
2259,TS11KQ7326,Tractor,5.8,2.2,6
2260,TS07QV3325,Hydraulic Vehicle,14.5,2.8,16
2261,TS08DV8584,Mini Truck,5.8,2.2,6
2262,TS10IJ9487,Lorry,8.5,2.5,10
2263,TS11MB3566,Tractor,5.8,2.2,6
2264,TS09OO2933,Lorry,8.5,2.5,10
2265,TS09YX9753,Trailer,12.0,2.6,14
2266,TS09YS5815,Lorry,12.0,2.6,14
2267,TS09YP7038,Mini Truck,5.8,2.2,6
2268,TS09CD2294,Trailer,12.0,2.6,14
2269,TS11OU6968,Mini Truck,5.8,2.2,6
2270,TS08EY1231,Lorry,12.0,2.6,14
2271,TS09HC2006,Mini Truck,5.8,2.2,6
2272,TS07JG9293,Mini Truck,4.8,1.9,4
2273,TS08ZQ8935,Lorry,8.5,2.5,10
2274,TS09US7544,Pickup Van,4.8,1.9,4
2275,TS08HS6544,Hydraulic Vehicle,14.5,2.8,16
2276,TS08LF6102,Tractor,5.8,2.2,6
2277,TS07KC6567,Pickup Van,4.8,1.9,4
2278,TS09NF8928,Trailer,12.0,2.6,14
2279,TS09DK4641,Truck,8.5,2.5,10
2280,TS10QK5510,Hydraulic Vehicle,14.5,2.8,16
2281,TS08YN5093,Lorry,12.0,2.6,14
2282,TS11JV6264,Lorry,8.5,2.5,10
2283,TS07MH4287,Trailer,12.0,2.6,14
2284,TS07OX7255,Hydraulic Vehicle,14.5,2.8,16
2285,TS09PI2757,Mini Truck,5.8,2.2,6
2286,TS07QP2731,Pickup Van,4.8,1.9,4
2287,TS11ED7771,Truck,8.5,2.5,10
2288,TS11TH3753,Lorry,12.0,2.6,14
2289,TS09KT5047,Mini Truck,4.8,1.9,4
2290,TS09RW4183,Tractor,5.8,2.2,6
2291,TS09UX5845,Trailer,12.0,2.6,14
2292,TS07YL1951,Tractor,5.8,2.2,6
2293,TS10CH6045,Tractor,5.8,2.2,6
2294,TS09NY3572,Trailer,12.0,2.6,14
2295,TS07XY2834,Trailer,12.0,2.6,14
2296,TS07VA8162,Truck,8.5,2.5,10
2297,TS11XL8622,Hydraulic Vehicle,14.5,2.8,16
2298,TS11UX4345,Lorry,8.5,2.5,10
2299,TS07KE5284,Mini Truck,4.8,1.9,4
2300,TS07AR5431,Hydraulic Vehicle,14.5,2.8,16
2301,TS09MY2118,Pickup Van,4.8,1.9,4
2302,TS07QY6435,Pickup Van,4.8,1.9,4
2303,TS09CJ8206,Pickup Van,4.8,1.9,4
2304,TS09RY3185,Trailer,12.0,2.6,14
2305,TS07TN6226,Lorry,8.5,2.5,10
2306,TS07VO3014,Tractor,5.8,2.2,6
2307,TS08XI6014,Mini Truck,4.8,1.9,4
2308,TS11NR5981,Trailer,12.0,2.6,14
2309,TS09KP7332,Tractor,5.8,2.2,6
2310,TS08WZ7118,Lorry,8.5,2.5,10
2311,TS11EZ9229,Tractor,5.8,2.2,6
2312,TS08QG4209,Truck,8.5,2.5,10
2313,TS08XE5087,Hydraulic Vehicle,14.5,2.8,16
2314,TS07VG4417,Mini Truck,4.8,1.9,4
2315,TS11NO4750,Tractor,5.8,2.2,6
2316,TS10DB4856,Mini Truck,5.8,2.2,6
2317,TS07MH6969,Pickup Van,4.8,1.9,4
2318,TS11YZ1135,Lorry,8.5,2.5,10
2319,TS08LX8991,Lorry,8.5,2.5,10
2320,TS10JM2385,Mini Truck,5.8,2.2,6
2321,TS09DI6871,Truck,8.5,2.5,10
2322,TS11LS4588,Mini Truck,5.8,2.2,6
2323,TS10ST4261,Mini Truck,4.8,1.9,4
2324,TS07ZE9501,Lorry,12.0,2.6,14
2325,TS08QS4843,Mini Truck,4.8,1.9,4
2326,TS11SN6340,Truck,8.5,2.5,10
2327,TS11OJ9675,Lorry,12.0,2.6,14
2328,TS08YV4623,Trailer,12.0,2.6,14
2329,TS11SG8803,Lorry,8.5,2.5,10
2330,TS07EO7923,Lorry,12.0,2.6,14
2331,TS08ZH1121,Mini Truck,4.8,1.9,4
2332,TS10RM7781,Lorry,8.5,2.5,10
2333,TS09HV9904,Lorry,12.0,2.6,14
2334,TS10NC6588,Mini Truck,5.8,2.2,6
2335,TS10NN6907,Lorry,8.5,2.5,10
2336,TS11UD9626,Hydraulic Vehicle,14.5,2.8,16
2337,TS09ND2790,Pickup Van,4.8,1.9,4
2338,TS11FF6672,Tractor,5.8,2.2,6
2339,TS11PE7879,Mini Truck,5.8,2.2,6
2340,TS09KK2276,Pickup Van,4.8,1.9,4
2341,TS08AD6888,Mini Truck,5.8,2.2,6
2342,TS10QC1255,Pickup Van,4.8,1.9,4
2343,TS11BO3864,Lorry,8.5,2.5,10
2344,TS10AZ6107,Hydraulic Vehicle,14.5,2.8,16
2345,TS10HW3272,Pickup Van,4.8,1.9,4
2346,TS08FN6997,Tractor,5.8,2.2,6
2347,TS10BU7223,Trailer,12.0,2.6,14
2348,TS09NJ1809,Truck,8.5,2.5,10
2349,TS11UT6229,Tractor,5.8,2.2,6
2350,TS10GR4082,Mini Truck,5.8,2.2,6
2351,TS09JX9377,Lorry,8.5,2.5,10
2352,TS07TG6596,Lorry,8.5,2.5,10
2353,TS07LP6257,Hydraulic Vehicle,14.5,2.8,16
2354,TS08GE6817,Pickup Van,4.8,1.9,4
2355,TS07TM9003,Pickup Van,4.8,1.9,4
2356,TS09LZ5402,Pickup Van,4.8,1.9,4
2357,TS09KE8439,Pickup Van,4.8,1.9,4
2358,TS07PW8153,Mini Truck,5.8,2.2,6
2359,TS07EJ2491,Lorry,12.0,2.6,14
2360,TS11NZ9733,Mini Truck,4.8,1.9,4
2361,TS09VZ5754,Lorry,12.0,2.6,14
2362,TS11OT4097,Lorry,8.5,2.5,10
2363,TS11BV5465,Mini Truck,5.8,2.2,6
2364,TS09PU5468,Truck,8.5,2.5,10
2365,TS08TX7518,Truck,8.5,2.5,10
2366,TS11FA2603,Truck,8.5,2.5,10
2367,TS08LD6212,Truck,8.5,2.5,10
2368,TS09RO3950,Pickup Van,4.8,1.9,4
2369,TS08CD6845,Tractor,5.8,2.2,6
2370,TS11DH2246,Pickup Van,4.8,1.9,4
2371,TS09VG6059,Pickup Van,4.8,1.9,4
2372,TS07VM5820,Mini Truck,5.8,2.2,6
2373,TS07MG3322,Mini Truck,4.8,1.9,4
2374,TS09JG7349,Lorry,12.0,2.6,14
2375,TS08EP3209,Pickup Van,4.8,1.9,4
2376,TS07NX1681,Tractor,5.8,2.2,6
2377,TS10CV7039,Pickup Van,4.8,1.9,4
2378,TS07CF1807,Lorry,12.0,2.6,14
2379,TS08EG1748,Hydraulic Vehicle,14.5,2.8,16
2380,TS11FO8664,Lorry,12.0,2.6,14
2381,TS09GA7601,Lorry,8.5,2.5,10
2382,TS07YA9482,Pickup Van,4.8,1.9,4
2383,TS09SK1865,Mini Truck,4.8,1.9,4
2384,TS10SG7692,Truck,8.5,2.5,10
2385,TS07BH8796,Tractor,5.8,2.2,6
2386,TS07NJ5555,Mini Truck,4.8,1.9,4
2387,TS11LQ2330,Trailer,12.0,2.6,14
2388,TS08WH6514,Mini Truck,4.8,1.9,4
2389,TS11GR4760,Tractor,5.8,2.2,6
2390,TS08DW2288,Hydraulic Vehicle,14.5,2.8,16
2391,TS11NH5920,Lorry,8.5,2.5,10
2392,TS07OY7372,Truck,8.5,2.5,10
2393,TS11DR7377,Tractor,5.8,2.2,6
2394,TS08AW2218,Lorry,8.5,2.5,10
2395,TS08OE2636,Mini Truck,4.8,1.9,4
2396,TS10LM5559,Pickup Van,4.8,1.9,4
2397,TS09SN9036,Mini Truck,5.8,2.2,6
2398,TS07QN9462,Truck,8.5,2.5,10
2399,TS09AB5051,Pickup Van,4.8,1.9,4
2400,TS11PB1760,Truck,8.5,2.5,10
2401,TS10EN7793,Lorry,8.5,2.5,10
2402,TS09IW9851,Trailer,12.0,2.6,14
2403,TS07KN3671,Trailer,12.0,2.6,14
2404,TS11GQ8557,Lorry,12.0,2.6,14
2405,TS09MF6111,Mini Truck,5.8,2.2,6
2406,TS10UQ5641,Mini Truck,4.8,1.9,4
2407,TS11AS2244,Lorry,12.0,2.6,14
2408,TS08QA6676,Pickup Van,4.8,1.9,4
2409,TS10LN3535,Mini Truck,4.8,1.9,4
2410,TS08AV4547,Lorry,8.5,2.5,10
2411,TS08FI2912,Trailer,12.0,2.6,14
2412,TS10JL2437,Tractor,5.8,2.2,6
2413,TS07CR8650,Lorry,8.5,2.5,10
2414,TS07QR8189,Hydraulic Vehicle,14.5,2.8,16
2415,TS10FE2141,Lorry,8.5,2.5,10
2416,TS11BR8047,Truck,8.5,2.5,10
2417,TS08MJ2275,Mini Truck,4.8,1.9,4
2418,TS08ZO3037,Mini Truck,5.8,2.2,6
2419,TS11FH2118,Tractor,5.8,2.2,6
2420,TS08ES8424,Lorry,8.5,2.5,10
2421,TS10MA5864,Truck,8.5,2.5,10
2422,TS10HC3331,Hydraulic Vehicle,14.5,2.8,16
2423,TS08UV9319,Pickup Van,4.8,1.9,4
2424,TS11BY1757,Trailer,12.0,2.6,14
2425,TS08EG4800,Mini Truck,5.8,2.2,6
2426,TS08IG2526,Lorry,8.5,2.5,10
2427,TS07VN8381,Mini Truck,5.8,2.2,6
2428,TS11PG2918,Pickup Van,4.8,1.9,4
2429,TS08LR6651,Truck,8.5,2.5,10
2430,TS10HN7785,Mini Truck,4.8,1.9,4
2431,TS07FC2266,Mini Truck,5.8,2.2,6
2432,TS11SQ1496,Mini Truck,4.8,1.9,4
2433,TS10NK1954,Lorry,8.5,2.5,10
2434,TS10GE8586,Mini Truck,4.8,1.9,4
2435,TS10TD5555,Tractor,5.8,2.2,6
2436,TS08QZ3921,Mini Truck,5.8,2.2,6
2437,TS10LO9831,Pickup Van,4.8,1.9,4
2438,TS08JQ2396,Mini Truck,5.8,2.2,6
2439,TS07WG2796,Tractor,5.8,2.2,6
2440,TS11JF4699,Mini Truck,4.8,1.9,4
2441,TS11PC4012,Lorry,12.0,2.6,14
2442,TS10MD2391,Tractor,5.8,2.2,6
2443,TS07IS3205,Hydraulic Vehicle,14.5,2.8,16
2444,TS09YK9662,Mini Truck,4.8,1.9,4
2445,TS07TY4054,Mini Truck,5.8,2.2,6
2446,TS07AH5661,Tractor,5.8,2.2,6
2447,TS07YA2478,Truck,8.5,2.5,10
2448,TS10YP3412,Pickup Van,4.8,1.9,4
2449,TS09TY8260,Lorry,12.0,2.6,14
2450,TS10DS8702,Pickup Van,4.8,1.9,4
2451,TS09RX7950,Trailer,12.0,2.6,14
2452,TS10HH4912,Truck,8.5,2.5,10
2453,TS07XX6888,Trailer,12.0,2.6,14
2454,TS11VL6466,Mini Truck,5.8,2.2,6
2455,TS08YJ5810,Truck,8.5,2.5,10
2456,TS08IG7922,Tractor,5.8,2.2,6
2457,TS07CW5040,Truck,8.5,2.5,10
2458,TS07QT1366,Truck,8.5,2.5,10
2459,TS09NL6967,Trailer,12.0,2.6,14
2460,TS08HQ7751,Mini Truck,5.8,2.2,6
2461,TS11NZ8862,Pickup Van,4.8,1.9,4
2462,TS09GL2243,Pickup Van,4.8,1.9,4
2463,TS09YH9461,Mini Truck,5.8,2.2,6
2464,TS11HE8020,Lorry,8.5,2.5,10
2465,TS11GU3784,Mini Truck,5.8,2.2,6
2466,TS08XG6920,Mini Truck,4.8,1.9,4
2467,TS10RF9713,Mini Truck,4.8,1.9,4
2468,TS08GE3263,Lorry,8.5,2.5,10
2469,TS11AI5229,Lorry,8.5,2.5,10
2470,TS09IV9808,Pickup Van,4.8,1.9,4
2471,TS07NN3915,Truck,8.5,2.5,10
2472,TS10DL3816,Mini Truck,4.8,1.9,4
2473,TS09FU2884,Lorry,12.0,2.6,14
2474,TS10TR3231,Lorry,12.0,2.6,14
2475,TS11AU8664,Pickup Van,4.8,1.9,4
2476,TS07RK2918,Tractor,5.8,2.2,6
2477,TS08MJ9205,Truck,8.5,2.5,10
2478,TS11VN9032,Mini Truck,5.8,2.2,6
2479,TS07BO2446,Mini Truck,4.8,1.9,4
2480,TS09RX9901,Mini Truck,4.8,1.9,4
2481,TS11WD3423,Trailer,12.0,2.6,14
2482,TS11RB2918,Hydraulic Vehicle,14.5,2.8,16
2483,TS10TD6674,Mini Truck,4.8,1.9,4
2484,TS11CB1094,Truck,8.5,2.5,10
2485,TS08WB8322,Tractor,5.8,2.2,6
2486,TS07RM6376,Truck,8.5,2.5,10
2487,TS08YN9473,Tractor,5.8,2.2,6
2488,TS10XN3106,Lorry,8.5,2.5,10
2489,TS09EI7373,Lorry,12.0,2.6,14
2490,TS10SV6781,Tractor,5.8,2.2,6
2491,TS08UX7129,Trailer,12.0,2.6,14
2492,TS08AH2700,Mini Truck,5.8,2.2,6
2493,TS11BD3278,Tractor,5.8,2.2,6
2494,TS11CG3083,Mini Truck,4.8,1.9,4
2495,TS09VH1705,Truck,8.5,2.5,10
2496,TS09NF8548,Tractor,5.8,2.2,6
2497,TS10GU4428,Tractor,5.8,2.2,6
2498,TS07FD9924,Mini Truck,5.8,2.2,6
2499,TS08NO2691,Trailer,12.0,2.6,14
2500,TS08EH8374,Truck,8.5,2.5,10
2501,TS08TF8240,Lorry,12.0,2.6,14
2502,TS07VY5299,Pickup Van,4.8,1.9,4
2503,TS10YW9672,Trailer,12.0,2.6,14
2504,TS09GS6775,Tractor,5.8,2.2,6
2505,TS10RV2974,Trailer,12.0,2.6,14
2506,TS07WI3901,Lorry,8.5,2.5,10
2507,TS07YE4466,Mini Truck,4.8,1.9,4
2508,TS11AH4503,Mini Truck,5.8,2.2,6
2509,TS09AO4870,Lorry,12.0,2.6,14
2510,TS10FV8570,Truck,8.5,2.5,10
2511,TS09MX4480,Mini Truck,5.8,2.2,6
2512,TS07RS9526,Pickup Van,4.8,1.9,4
2513,TS11FR3697,Mini Truck,4.8,1.9,4
2514,TS07EC4561,Mini Truck,4.8,1.9,4
2515,TS09AG2414,Tractor,5.8,2.2,6
2516,TS09KA3525,Mini Truck,4.8,1.9,4
2517,TS11UR7657,Hydraulic Vehicle,14.5,2.8,16
2518,TS07IY2566,Pickup Van,4.8,1.9,4
2519,TS11OP9398,Lorry,12.0,2.6,14
2520,TS10DI1103,Lorry,8.5,2.5,10
2521,TS07JW8826,Lorry,8.5,2.5,10
2522,TS10ID8101,Tractor,5.8,2.2,6
2523,TS11LS7087,Pickup Van,4.8,1.9,4
2524,TS11QG2920,Pickup Van,4.8,1.9,4
2525,TS08GY9202,Lorry,8.5,2.5,10
2526,TS08NW5720,Tractor,5.8,2.2,6
2527,TS11OE3155,Lorry,12.0,2.6,14
2528,TS11UA4295,Lorry,12.0,2.6,14
2529,TS07VV5805,Lorry,8.5,2.5,10
2530,TS07VU3822,Pickup Van,4.8,1.9,4
2531,TS08ZK9790,Pickup Van,4.8,1.9,4
2532,TS11VF3688,Mini Truck,5.8,2.2,6
2533,TS07HU4715,Lorry,8.5,2.5,10
2534,TS09YI3708,Pickup Van,4.8,1.9,4
2535,TS07UZ5039,Pickup Van,4.8,1.9,4
2536,TS11GP1610,Mini Truck,5.8,2.2,6
2537,TS10TU7566,Mini Truck,5.8,2.2,6
2538,TS07OK6408,Mini Truck,4.8,1.9,4
2539,TS10PU9055,Truck,8.5,2.5,10
2540,TS09ZV1299,Trailer,12.0,2.6,14
2541,TS11QU9936,Mini Truck,4.8,1.9,4
2542,TS08SD1638,Lorry,12.0,2.6,14
2543,TS10WT9811,Tractor,5.8,2.2,6
2544,TS11PE6528,Lorry,12.0,2.6,14
2545,TS07WI4630,Truck,8.5,2.5,10
2546,TS09GW5934,Lorry,8.5,2.5,10
2547,TS11ES2529,Mini Truck,4.8,1.9,4
2548,TS07QF7694,Trailer,12.0,2.6,14
2549,TS09VW6734,Mini Truck,4.8,1.9,4
2550,TS10SY5273,Tractor,5.8,2.2,6
2551,TS11AT2146,Trailer,12.0,2.6,14
2552,TS09YX2673,Mini Truck,4.8,1.9,4
2553,TS07IH4050,Trailer,12.0,2.6,14
2554,TS11XI1822,Pickup Van,4.8,1.9,4
2555,TS09CT3512,Mini Truck,5.8,2.2,6
2556,TS09BD1770,Lorry,8.5,2.5,10
2557,TS08PF7108,Mini Truck,5.8,2.2,6
2558,TS10VP9522,Mini Truck,5.8,2.2,6
2559,TS10MI9729,Mini Truck,5.8,2.2,6
2560,TS07UI3942,Lorry,8.5,2.5,10
2561,TS09RI7417,Pickup Van,4.8,1.9,4
2562,TS07YI8321,Tractor,5.8,2.2,6
2563,TS10QU1706,Hydraulic Vehicle,14.5,2.8,16
2564,TS09OJ8815,Hydraulic Vehicle,14.5,2.8,16
2565,TS07CX6271,Trailer,12.0,2.6,14
2566,TS07BR6336,Mini Truck,4.8,1.9,4
2567,TS11QG4684,Tractor,5.8,2.2,6
2568,TS07BS1348,Tractor,5.8,2.2,6
2569,TS10EP8966,Trailer,12.0,2.6,14
2570,TS10CS8602,Mini Truck,4.8,1.9,4
2571,TS07RH5849,Lorry,8.5,2.5,10
2572,TS07PJ2171,Tractor,5.8,2.2,6
2573,TS10QM1526,Lorry,8.5,2.5,10
2574,TS08KS6985,Tractor,5.8,2.2,6
2575,TS08BU4355,Mini Truck,5.8,2.2,6
2576,TS07BB9622,Tractor,5.8,2.2,6
2577,TS07AL7271,Trailer,12.0,2.6,14
2578,TS11US6468,Pickup Van,4.8,1.9,4
2579,TS10XJ4538,Mini Truck,5.8,2.2,6
2580,TS09NI7947,Lorry,12.0,2.6,14
2581,TS07IY5430,Truck,8.5,2.5,10
2582,TS11ML6363,Trailer,12.0,2.6,14
2583,TS08WN8229,Truck,8.5,2.5,10
2584,TS08VK8479,Tractor,5.8,2.2,6
2585,TS10OU8073,Mini Truck,4.8,1.9,4
2586,TS08WP9359,Tractor,5.8,2.2,6
2587,TS07KM2287,Pickup Van,4.8,1.9,4
2588,TS07PC9237,Lorry,12.0,2.6,14
2589,TS10TY8888,Tractor,5.8,2.2,6
2590,TS07BW8763,Truck,8.5,2.5,10
2591,TS10EY2288,Tractor,5.8,2.2,6
2592,TS09JL4105,Tractor,5.8,2.2,6
2593,TS10IY8910,Trailer,12.0,2.6,14
2594,TS07OY9715,Truck,8.5,2.5,10
2595,TS10EK3897,Hydraulic Vehicle,14.5,2.8,16
2596,TS07NG5533,Pickup Van,4.8,1.9,4
2597,TS08JQ7871,Tractor,5.8,2.2,6
2598,TS08PA6562,Mini Truck,4.8,1.9,4
2599,TS08HV9929,Mini Truck,4.8,1.9,4
2600,TS09QM5983,Tractor,5.8,2.2,6
2601,TS11JE9873,Truck,8.5,2.5,10
